Complexes(Gene Name)	Min-p-value	Avg-p-value	Number-of-resources
PIP4K2B;PIP4K2A	9.43634068492e-06	0.008559350605253136	25
MS4A15;ST7L	Null	Null	0
ZDHHC6;SACM1L;TMEM214;UBAC2	0.0499575603094	0.0499575603094	1
SETD9;PLEKHG1	Null	Null	0
RMDN1;KATNAL1	Null	Null	0
SPICE1;CEP120	Null	Null	0
GPBP1;PIK3CB;DRG2	Null	Null	0
ZNF385C;RBM47	Null	Null	0
PER1;INTS11;PPP2R5D	Null	Null	0
ARHGAP1;ALOX12B	Null	Null	0
UBE4A;SIK2	Null	Null	0
UGCG;FAM8A1	Null	Null	0
AGPAT1;KDSR	0.038470533213	0.040990651589400004	2
KBTBD8;GAN	0.00310009842747	0.021014860961535	2
FCN2;FCN1	4.71817034246e-06	0.00303558388467397	8
SIAH2;SIAH1	0.000815597824883	0.0046104990937518575	7
NARS1;ALDH1A3	Null	Null	0
TRPM3;KCNT2	0.0293029832736	0.03840328538188333	6
EXT2;MOGS	0.0103092021983	0.031174289894483332	6
CDK17;CDK18;CLK1;MAP3K20	Null	Null	0
TSPAN10;PLPPR3	Null	Null	0
ZDHHC6;TMEM214;SACM1L;CERS5	0.0499575603094	0.0499575603094	1
AMPD2;AMPD1	0.000122672428904	0.0089689507044842	10
MFN1;SLC25A46	Null	Null	0
SLC38A7;SLC10A6	Null	Null	0
SENP5;NSUN5;PIMREG	Null	Null	0
KDELR3;KDELR2;KDELR1	7.48585863061e-08	0.005939880333312292	27
ARHGEF12;MPI	0.0249811392398	0.0249811392398	1
H2BC18;H2BC17;GLYR1	7.75696163453e-05	0.017161051067383432	64
ZNF594;SP2	Null	Null	0
DPYSL2;EPB41L1	0.0245560334596	0.0245560334596	1
SLC41A3;KCNG1	Null	Null	0
CRYZL1;ADO	0.0217015986899	0.0217015986899	1
CDK11A;TRIB1	Null	Null	0
PI15;METRNL;TINAGL1	Null	Null	0
ELF2;ELF1	2.35908517123e-05	0.01965196583805615	2
RNF111;UBE2D1	0.000397899032214	0.0032791283880085004	4
DDX56;GNL2;DDX51	Null	Null	0
CSNK1G1;CSNK1G2	0.000167413699393	0.0002192921658535	2
CSNK1E;MKNK1	Null	Null	0
ZNF48;ZNF668;ZNF770;ZNF696;ZNF629;CTCF;ZNF768;ZNF512;ZNF317;ZNF189;ZFP91;ZNF430;ZNF184;ZNF483;ZKSCAN8;ZNF445;ZSCAN25;GZF1;PRDM15	1.07108489628e-13	0.001420772655783863	59
TUBB1;TUBB2A	0.00026893570952	0.009769497966247322	68
CAPNS2;MCTS1;TRIM16	Null	Null	0
ARHGEF11;ARHGEF12;ARHGEF1	5.60690811433e-06	0.006173304856458769	22
UTY;KMT2D	0.0178346838945	0.0178346838945	1
INPP1;PPCS	0.0433895309553	0.0433895309553	1
ATP2B2;ATP2B3	8.64997896118e-05	0.005538144256715355	22
HADHB;HADHA	1.57272344749e-06	0.011486581211172586	90
UFSP2;JMJD8	0.0499622784796	0.0499622784796	1
FOSL1;BATF3	Null	Null	0
UBA6;UBA3	0.00125457776361	0.0283043514086025	4
ESRP2;ELF1;QRICH1	Null	Null	0
FEM1B;STK4;STK3	9.43594460774e-06	0.023366840886759676	7
EXOC6;EXOC2	4.40362565296e-05	0.012637699779684743	11
NT5C2;GLYCTK	Null	Null	0
WDR35;IFT140	1.57272344749e-05	0.017905587337474653	32
EML1;EML4	Null	Null	0
AARS2;SUGCT;ATPAF1;HDHD5;MTO1;MRPL16;RSAD1	0.00401822137419	0.02896830449873625	8
ABHD3;EPHX4	Null	Null	0
ARHGAP19;BRAF	0.033127664593	0.04653963162734	5
BRD7;INTS11	Null	Null	0
GRAMD4;ALG8;PIGW	0.026933711235	0.0384479948574	2
KIF5C;KIF5A;KIF3A;KIF2C	1.72303896298e-06	0.015483532841589494	45
HEATR5B;HEATR5A	Null	Null	0
BAP1;SHMT1	0.000939015228051	0.026629538885712747	4
CDIN1;PAN2	Null	Null	0
ATP8B2;ATP8B4	0.00170011404673	0.008722324239765001	2
TUBA4A;TBCB	0.000397899032214	0.019277919778104665	3
HDAC5;CDC25C	0.00156835886876	0.02576453231248	2
DGAT1;AGPAT2;RHBDF2;SLC19A2;ATP8B2	0.00105906149583	0.021577199386259998	5
ARL6IP1;ALG11;LCLAT1;CERS6;SEC62	0.0434361301972	0.04669920433845	2
CST2;CST1;ZG16B;CST4	1.26241665802e-05	0.0029429481198909634	11
TMEM68;TMUB2	Null	Null	0
FKBP6;PRMT3	Null	Null	0
EDEM3;EDEM2	0.000298817455022	0.010478971061466	13
ADCK2;FNDC3B	Null	Null	0
RANBP10;PADI3	Null	Null	0
ADAMTS4;ADAMTS2	0.000471817034246	0.026740873802703815	11
CLPP;CLPX	1.57272344749e-06	0.010547627072882898	5
GTPBP10;LLPH	0.0396083163792	0.043997083172599996	2
OTULIN;SULT1C2	0.0499622784796	0.0499622784796	1
IGHG4;IGHG2;IGHG3	7.07725551369e-05	0.010894727137773546	20
SGPL1;ANKLE2	Null	Null	0
PHF23;MAPK9	Null	Null	0
SLC39A9;MFSD14B	Null	Null	0
RAB2A;RAB2B	0.00307152889294	0.00307152889294	1
TPRA1;TMEM143;ATP13A1	Null	Null	0
TRPM7;CNNM3	0.0249811392398	0.0249811392398	1
TAZ;OMA1;MT-ND1;NDUFB8	6.00215786782e-05	0.019570617075299945	34
RMND5B;UCKL1	Null	Null	0
DHPS;NT5C2;OTUD4	Null	Null	0
CDK18;CDK17;CLK1	Null	Null	0
HIF1AN;RPS6KA4;PWWP3A	0.0140239232734	0.0318522355056	2
PPP4C;MAP2K6	0.000913636438104	0.025437171097152	2
NBAS;RINT1	8.80725130592e-05	0.018904218613703748	19
LGR4;SLC38A3	0.0412213527178	0.0412213527178	1
PNPLA6;PNPLA7	3.30271923972e-05	0.0086490288192793	4
RBM45;CELF1	Null	Null	0
MSI2;MSI1	0.000547340298831	0.0194294991784155	2
NFS1;ISCU	0.0173623722658	0.032567687437466665	3
KDM4B;MAPK9	Null	Null	0
NAV1;TUBA4B	Null	Null	0
ALOX12B;GSDMA	0.0328395979444	0.03596644020478571	7
NKAIN1;SLC27A6	Null	Null	0
ACADVL;ALAS1;PCCB;NDUFAF1	0.000796462062676	0.0274634690396987	26
FXR2;FXR1	0.0011889789263	0.0137844209996	4
FKBP5;MAPK11;RPS6KA4	0.0022563747966	0.013187081521052857	7
KCTD10;PPIL4	0.0378722612598	0.0378722612598	1
PIGL;SPTLC2	0.0165230325393	0.036061500168483335	6
FAM50A;PUF60	0.0467979589034	0.04932941456436	5
PKM;PGM2;ALAD	0.000765839919749	0.012099477507681124	8
TBPL1;TBP	0.00011206468041	0.018460514590480998	10
ITPKC;MAPK13	Null	Null	0
SCAMP3;SLC30A6;SCAMP2	9.43594460774e-06	0.03321637223843591	3
UTP23;FCF1	Null	Null	0
YY1AP1;E2F5	Null	Null	0
TMEM126A;GHITM	0.0447314549968	0.0447314549968	1
TUBE1;TUBD1	0.00165240258383	0.00165240258383	1
ZBTB9;ZBTB26	Null	Null	0
GET1;SPTSSA	0.0499607057562	0.0499607057562	2
LACRT;CALCB	Null	Null	0
TBCE;RMDN1	Null	Null	0
STK3;STK4	4.71817034246e-06	0.018684711632633744	6
RBM19;SRPK2;SRSF9;SRSF5	6.97684111746e-05	0.020243757320568413	16
ZNF737;ZIC2	Null	Null	0
DUSP5;CSNK1E	Null	Null	0
AVIL;VIL1	Null	Null	0
SLBP;LHPP;OTUB1	0.00108954381919	0.02060267925182111	9
SERPINA12;SERPINB2	Null	Null	0
MOK;NEK3;CDK20	Null	Null	0
ADNP2;MGA	Null	Null	0
NYNRIN;TMTC4	Null	Null	0
CUL1;SKP1	4.71817034246e-06	0.00511327168411957	128
ISOC2;RNASEH1	Null	Null	0
DDX54;CMAS;NOL9	Null	Null	0
DDX52;NMD3	Null	Null	0
TMEM205;TMEM223	Null	Null	0
DBF4B;CDC7	0.0059448946315	0.02200200784945	4
S100A9;S100A8	1.57272344749e-06	0.01087379733318926	24
LHX4;POU1F1	6.60543847944e-05	0.014312664097255874	50
TIGAR;DDX59	0.0499622784796	0.0499622784796	2
DHX15;RBM17	0.000830397980273	0.01626013992073043	7
UGT8;IGSF8	Null	Null	0
G6PC3;ATL3;CERS6	0.0499591330329	0.04996018151519999	3
SASS6;KIAA0753	0.00165240258383	0.021847222891015	2
LIN28B;RBM4;RBM4B	0.0130529013395	0.0130529013395	1
SLC43A1;SLC5A6	0.0288374571331	0.0361134940442	2
IRS1;ARHGAP19	0.0441674382201	0.0441674382201	2
HCN3;CNNM1	Null	Null	0
RPS10;RPS9	0.000684134699657	0.010138910476196573	35
CARNMT1;PASK	0.0412213527178	0.0412213527178	1
NDUFB2;NDUFB7	0.000188726813698	0.004796531685797094	21
LPCAT1;LPCAT2	0.00011206468041	0.0120256471883639	10
GALNT12;MANEA	Null	Null	0
ZBTB49;ZBTB8A	Null	Null	0
FTSJ3;WDR74;WDR75	Null	Null	0
CSNK2A1;PPIL4;NFKBIL1	0.0499591330329	0.0499591330329	1
USP7;USP11	0.0249811392398	0.0339031993574	3
ANTXR2;ANTXR1	0.00150685995878	0.025104104571296	5
BANP;ELF2	Null	Null	0
UCKL1;PANK4	Null	Null	0
FCGR3A;IGHD	Null	Null	0
NETO2;DCBLD1	Null	Null	0
RRP8;TRIB3	0.0499607057562	0.0499607057562	1
H2AC11;RPL37A;H2BC18;H2AC21	0.00287630629211	0.016455025172593334	9
SMPD2;SLC43A1	0.0249811392398	0.0249811392398	1
YLPM1;POLR2D	Null	Null	0
H1-3;H1-6;H1-1;H1-2	9.33257781678e-09	0.0049868876206368914	43
UCHL5;ACTR5	0.00702221019303	0.030083578344676665	3
GPX8;CTXN3	Null	Null	0
PGAP4;UGCG	0.00973795623687	0.00973795623687	1
UTP14A;DCAF13	0.00278372050205	0.021913935336412498	4
AKT3;MELK	Null	Null	0
UTP6;PWP2;WDR36	7.48585863061e-07	0.0025278394738429016	10
OXSR1;UGP2	0.0499607057562	0.0499607057562	2
SLAIN1;PTPN21;CCSER2;VASH2	Null	Null	0
CCNL2;CCNL1	Null	Null	0
IGLL5;FAM25A	Null	Null	0
CLEC2D;KLRC1	0.0096014766469	0.0096014766469	1
ANAPC1;ANAPC5	4.40362565296e-05	0.00680928790038431	39
RNASET2;MAN2B1;GALNS	0.00345925058386	0.027263219162976665	12
UBA5;UBA6	0.0178346838945	0.0178346838945	1
TMEM65;GPR152	Null	Null	0
CLSTN1;CLSTN2	0.0301572712125	0.03455880311705	4
CPA4;CPA2	Null	Null	0
DCP1A;DCP1B	0.000165135961986	0.014247675307914666	9
INIP;INTS3	0.0023779578526	0.0023779578526	1
GLTP;ARHGDIB;PMVK	0.0496805477378	0.0496805477378	1
PDCD10;STK25	0.0023779578526	0.0163484602366375	8
DDX56;DDX51	Null	Null	0
TMEM158;AGPAT1	0.0248169195602	0.0248169195602	1
SAA1;SAA2	0.000344178110245	0.000634585633569	3
CDK15;FKBP5	Null	Null	0
EPHA1;EPHA6	0.00059448946315	0.01759878803147333	6
NAT8L;SLC27A3	Null	Null	0
ACVR2B;ACVR2A	7.07725551369e-05	0.012793730504939111	17
ZNF281;ZNF93	0.0469415688162	0.0469415688162	1
CAMK1D;CDK11A	Null	Null	0
SLC38A10;TMEM68	Null	Null	0
NFE2L3;BACH2	0.0499622784796	0.0499622784796	3
ESYT2;ESYT1	1.57272344749e-06	0.006737987868882248	6
CD101;ENPP4	Null	Null	0
STARD3NL;STARD3	7.07725551369e-05	0.004303495593480484	6
ARRB1;ARRB2	0.000143117833721	0.0118502363242256	50
ZNF764;ZBTB44	Null	Null	0
ALDH1A3;BLVRA	0.0499622784796	0.0499622784796	1
KDM1B;FOXP1	Null	Null	0
AFF1;AFF3;ELL2;ELL3;AFF4	4.93613065536e-11	0.013753816968029863	5
TLX2;POU6F2	Null	Null	0
KLK5;KLK7	0.00115456111528	0.005517800885605715	14
GALNS;MAN2B1;NPC2	8.97596822595e-06	0.02271961630778089	18
CABLES1;BRD7	Null	Null	0
LIPA;PPT2	0.00105914789412	0.02625330364804	3
POC1A;CCP110	0.0499607057562	0.0499607057562	1
COX11;TIMM17A	0.0499607057562	0.0499607057562	2
CACFD1;REEP5	0.0499607057562	0.0499607057562	1
ZC3H10;NMNAT1	0.0148440007056	0.029505719462849998	2
UPRT;IRF2BP2	Null	Null	0
ZNF45;ZBTB34;HIC2	0.0166125692308	0.0166125692308	1
FBXO10;FBXO9	0.0389296234956	0.0389296234956	1
CTCF;ZBTB24;ZNF800;PRDM15;GZF1;ZFP91;ZNF512	0.0499528421391	0.0499528421391	3
ZNF512;ZNF467	Null	Null	0
MAN1A2;MAN1A1	4.71817034246e-06	0.011996242866631745	13
CYTH2;CYTH1	0.00104220152781	0.006427138124928572	7
FAM25A;CP	0.00999245569595	0.033974349366259995	5
GLYR1;SETD6	Null	Null	0
ST8SIA3;MANEAL	Null	Null	0
CCNA2;CCNE2	0.000122672428904	0.009342847716637806	31
TMEM267;TMEM14B	Null	Null	0
EMILIN2;C1QL4	Null	Null	0
TXN2;IDH3G	0.03471599802	0.0423391382498	2
SLC22A4;SLC43A1	0.0288374571331	0.0288374571331	1
TMEM62;DPY19L4	Null	Null	0
ITPA;TPP2;HSPB8	Null	Null	0
CAMTA1;PANK4	Null	Null	0
BTAF1;UPRT	Null	Null	0
ARID2;CHD8	Null	Null	0
CBFA2T3;TWIST2	0.0499622784796	0.0499622784796	3
DNPEP;OTUD4	Null	Null	0
TMEM186;TMEM143	Null	Null	0
ZNF440;ZIC2	Null	Null	0
FEM1B;STK4	0.0080748446099	0.02901777518305	2
L3MBTL3;DDX52	Null	Null	0
ANKS1A;CAMKK2	0.00692963177905	0.011432964255916667	3
SH2B2;ASB6	Null	Null	0
PAIP1;LZTFL1	Null	Null	0
PCID2;MCM3AP	0.00396326308767	0.015060399733135	2
WWP1;ITCH	4.40362565296e-05	0.0199450280386112	8
ARHGAP1;ALDH1A1	0.0496868035517	0.0496868035517	1
SS18L2;CRAMP1	Null	Null	0
IKZF3;IKZF4	0.0499607057562	0.0499607057562	1
CRTC3;MBIP	Null	Null	0
MMP8;TCN1	Null	Null	0
H2BC17;H2BC5;GLYR1	7.75696163453e-05	0.018950360137314153	117
GNAS;GNA13	0.000167413699393	0.025106943679333315	19
RAB27B;RAB27A	4.17185588175e-05	0.0066971365339175	5
GFAP;KRT39	Null	Null	0
BCORL1;POLE	0.00433442582127	0.00433442582127	1
PDE3B;DSE;ZDHHC18	Null	Null	0
GRB10;GAB2;RALGPS2	0.00147425751285	0.005763142297614285	7
ACTA2;ACTA1;POTEKP	0.000231538001437	0.021689989174533585	12
NCLN;RUSF1	Null	Null	0
NOB1;LTV1;TSR1	1.23516667405e-05	0.003945308739525357	7
MCTS1;NAE1	0.0441674382201	0.04706407198815	2
SLC22A5;SLC43A2	0.0249811392398	0.038435788333024995	4
SUGP2;NMNAT1	0.0441674382201	0.0441674382201	1
DCANP1;BOLL	Null	Null	0
MFN2;MFN1	0.000275515116715	0.007371758934074	10
PLCD3;METAP2	Null	Null	0
GALNS;ARSA	0.00105914789412	0.029947952807923638	11
RFX1;BTAF1	Null	Null	0
NEK1;LATS2	0.0499622784796	0.0499622784796	4
DHRS7B;RDH11	0.0499622784796	0.0499622784796	1
KCTD5;BAG1	0.0499607057562	0.0499607057562	2
ODR4;TMEM186	Null	Null	0
SARG;MCTS1;CAPNS2	Null	Null	0
PGS1;CRAT	Null	Null	0
SUGT1;STK3;CTU2	0.0284942180542	0.03922667554355	2
KIF7;TTLL4	0.0499622784796	0.0499622784796	1
SHB;MTMR1	Null	Null	0
KIAA2013;ITPRIPL2	Null	Null	0
GINS4;GINS3	9.43634068492e-06	0.010170278293752435	9
LGALS14;PCBD2	Null	Null	0
TMTC2;LPCAT4;LPGAT1	0.000490463159471	0.014101553147240334	3
PPP4R3A;PPP4R3B;MZT2B	0.00230140528711	0.004640257788896666	3
PHYHIP;PHYHIPL	Null	Null	0
PLEKHB1;CAMLG	0.0499607057562	0.0499607057562	1
DDX27;DDX18	Null	Null	0
C5;FAM25A;A2ML1	0.0499622784796	0.0499622784796	2
RPS6KA3;RPS6KA2	3.30271923972e-05	0.006647168649365988	53
FOXD3;FOXD2	Null	Null	0
FIBCD1;ALG5	0.0499607057562	0.0499607057562	1
KIF21B;KIF5C;KIF1C	0.000739602832704	0.021066829583113	8
TOP2B;TOP2A	0.000349313808692	0.01583591074972782	11
SACM1L;FDFT1;GPAT3	0.0110764138585	0.02652111440383333	3
MAN1A1;GALNT7	Null	Null	0
GINM1;UPK3BL1	0.0156609678206	0.0157995604562	2
TUBA3C;TUBA8	0.00026893570952	0.009694596829838484	66
ZSCAN26;ZNF500	Null	Null	0
TSC22D3;UCKL1	Null	Null	0
MARCHF2;TSPO2	Null	Null	0
ZNF341;SP2	Null	Null	0
TMEM171;ADIPOR1	Null	Null	0
ARIH2;RPS6KA5	Null	Null	0
PGAP4;GPR89B	Null	Null	0
CCDC107;PIGA	Null	Null	0
KIF24;CCP110	0.00687437418896	0.02845738229992	3
LIN28A;PABPC4L	Null	Null	0
OASL;STK24;MAP2K3	Null	Null	0
CDADC1;PRMT3	Null	Null	0
ZDHHC18;ZDHHC3	Null	Null	0
LAMP2;LAMP1	0.00105914789412	0.0013549224061380001	5
MFSD8;SLC49A4	Null	Null	0
ADCY3;ADCY7	1.25155676453e-05	0.005051850877970284	91
ASB7;ASB13	0.0389296234956	0.0389296234956	1
CILK1;CDK15	Null	Null	0
GPR50;GRPR	0.00329224164765	0.00333746072922	2
CRLF3;DIAPH3	Null	Null	0
RRP36;ISG20L2	0.0236580060386	0.02650568717708	5
TRIM47;BLMH	Null	Null	0
PALB2;ARID3B;MED29	Null	Null	0
YAP1;ADK	0.0499607057562	0.0499607057562	1
TNFSF9;COMTD1;GGT7	0.0356132872672	0.0356132872672	1
GPAT3;FDFT1	0.0386477252339	0.0444063300023	4
MTIF3;MRRF	0.00672811090835	0.008912623776925	2
TRIP6;SORBS3	Null	Null	0
HELZ2;CMAS	Null	Null	0
VEGFA;VEGFB	7.30074779307e-06	0.011715721750778778	33
NRBP2;NRBP1	Null	Null	0
PPIG;PPIL4;NFKBIL1	Null	Null	0
NAA10;NAA15	0.00396326308767	0.0233891499301425	4
MAST1;MARK1;MAST2	0.0313822165512	0.0313822165512	1
REEP3;REEP4	0.00644030251746	0.019725097478353333	3
TRIM25;NUFIP2	0.00909605350365	0.0334996510639625	4
GJA5;GJB2	0.000830397980273	0.020715486499593667	9
HBB;HBA1	0.0498633432748	0.04994578927896667	6
TLCD1;ALG10B;TMEM120A	Null	Null	0
BRD7;CSNK1E;USP48	0.0468955142164	0.0468955142164	1
ZNF784;ZNF281	Null	Null	0
FAM234A;COMTD1	Null	Null	0
MAD2L1BP;WEE1	Null	Null	0
EXO1;TCF20	0.0498932456821	0.0498932456821	1
CYP51A1;DNAJC1	0.0386477252339	0.038850381525	2
PPIL4;NFKBIL1	Null	Null	0
PI15;METRNL	Null	Null	0
CES1P1;CES1	0.0115297565723	0.030746017526039997	5
AGPAT4;AGPAT5	9.59526852803e-05	0.011573604754803367	9
DYRK1B;INTS14	Null	Null	0
MALSU1;HARS2	Null	Null	0
ARF5;ARF3	0.00388686777504	0.014538800346171428	7
TTC3;SPATS2L;BRD7;CSNK1E	Null	Null	0
H2AC20;RPL37A;H2AC21;H2BC5	5.07984080371e-05	0.01952238695579939	72
DNAJC19;COX11	0.0499622784796	0.0499622784796	1
CSNK1G2;MAP2K7	Null	Null	0
TMEM126A;SLC25A29;SLC25A6	0.0499622784798	0.0499622784798	1
FAM120A;PARP14;ARHGEF1	0.00636073176404	0.02815993239847	2
HSP90AA4P;HSP90AB3P	Null	Null	0
TCF3;TCF12	0.000552025930068	0.019153412505192	4
GMNN;PIR	0.0499607057562	0.0499607057562	1
GAL;PCSK1N	0.000296727784216	0.019308960324511	6
PABPN1L;SDR9C7	Null	Null	0
ZNF609;INTS6	0.0223207086778	0.0223207086778	1
TMEM106A;UGT8	Null	Null	0
ZNF417;ZNF512	Null	Null	0
PCDHGC3;PCDH18	Null	Null	0
NQO1;IGBP1	0.0238710069055	0.02849933574925	2
UTP3;RRP9	0.00278372050205	0.021913935336412498	4
ADAR;DDX52;DROSHA;L3MBTL3	0.0499575603094	0.0499575603094	2
SSH3;CDK11A;CAMK1D;CDK11B	0.0104167363927	0.031047633364560002	5
RPL7A;RPL19;RPS14;RPS3A	3.177528024e-08	0.004753409632198565	74
NUDT12;MAP2K7	Null	Null	0
IGDCC4;SDK1;SDK2	6.29089378995e-06	0.018051779339847487	4
PPRC1;STRADA;CHD9	0.00832421855428	0.01671309294484	2
TBCCD1;POC1A	Null	Null	0
ZNF251;ZNF408;HIC2	Null	Null	0
AACS;UBE3A	Null	Null	0
NGLY1;UMPS	0.0134562218167	0.04671565304285555	18
MRM3;BCKDHA	0.0496868035517	0.0496868035517	1
SLC5A3;SLC19A2;MFSD5;LMBRD2	Null	Null	0
UCKL1;GPN1	Null	Null	0
KIAA0586;CEP78	0.00447779197975	0.00447779197975	1
TP73;GPN1	Null	Null	0
MAP3K20;RIOK2	Null	Null	0
DPP9;MAP3K20	Null	Null	0
SPICE1;NEURL4	Null	Null	0
PAQR3;SLC30A6	0.0499607057562	0.049960705756200006	3
TMX3;TXNDC11	Null	Null	0
IPO8;XPOT;IPO11;XPO4;UCKL1;DIAPH3	Null	Null	0
SALL1;SALL3;SALL2	Null	Null	0
ZNF620;ZBTB44	0.0370188223986	0.0370188223986	2
ATXN1;MBIP	0.0499607057562	0.0499607057562	1
KCTD20;SIK3;JMJD4	Null	Null	0
NOL10;UTP25	Null	Null	0
AZGP1;APCS;LEG1;ZG16B	0.0499575603094	0.0499575603094	1
DLG2;DLG1	0.000122026784541	0.011812676641495858	21
ERMP1;PIGO;MBOAT7	Null	Null	0
CEP41;ROCK1	0.0386211477818	0.044290926769	2
GTF3C5;DYRK1B	Null	Null	0
LCLAT1;PIGB;LPCAT4;REEP4;HMGCR	0.00702998293761	0.013876612287187144	7
ZNF131;ZBTB45;PATZ1	Null	Null	0
PASK;CNOT11	Null	Null	0
ROR1;ROBO1	Null	Null	0
CXCL16;TMEM139	Null	Null	0
TTYH2;TTYH3	0.0023779578526	0.013372343232843335	6
MTERF3;CYP24A1	0.0249811392398	0.036067205092	3
DDX3Y;LGALS9B	Null	Null	0
CHD1L;STAT2	0.0447314549968	0.0473468667382	2
GSTK1;IDH2	0.000147734048199	0.025992996347047142	7
CUEDC2;BLZF1	Null	Null	0
ST3GAL3;GALNT12	0.00011766791443	0.02187412130002375	8
FAM8A1;MFSD3	Null	Null	0
POLE;POLE2	4.40362565296e-05	0.004341755231751264	42
OXSR1;NARS1	0.0100498012956	0.027177665322299996	8
UAP1;JMJD6	Null	Null	0
KIF20A;KIF23	0.000122672428904	0.020276424420221557	9
NDRG2;UGP2	0.0499607057562	0.0499607057562	1
HSPA12A;OTUB1	Null	Null	0
HACD2;RHBDD1	Null	Null	0
TGS1;PPID	Null	Null	0
SLC25A14;SLC25A4	0.00161868008212	0.00161868008212	1
TMX1;UPK3BL1;FAM171A2	Null	Null	0
TUBB4B;TUBA4A	0.00026893570952	0.00930437355444224	75
ZC3HAV1;OTUD4;GNPDA2	Null	Null	0
AKIRIN2;TFAP4	Null	Null	0
FUT1;CSGALNACT2	0.0249811392398	0.036076048583525	4
BCAT1;WDR26;MAPK9	0.0107671461343	0.018538083472266667	3
MET;MST1R	0.00225099676955	0.026105851262875	2
PLEK;ARHGEF1	0.0496868035517	0.04982375465395	2
PARP2;RIOX2	0.0386477252339	0.0386477252339	1
ZNF526;ZNF76	Null	Null	0
ZNF512;ZNF71	Null	Null	0
RYBP;HIPK2	0.000990815771916	0.018350400606654	4
FMR1NB;ODR4	Null	Null	0
CDK5RAP1;VARS2	Null	Null	0
LCP1;ACTA2	0.0499622784796	0.0499622784796	2
HIC2;ZNF74	Null	Null	0
SLC20A2;SLC22A2	0.000328881305345	0.018049159226081666	3
ECHDC1;ENGASE	0.0368845862502	0.0368845862502	1
AXIN2;GSK3B	9.59526852803e-05	0.008305700416655085	27
BMP4;HAPLN3	0.0249811392398	0.0416347078252	3
S100A8;S100A9;IL1RN;HTRA1	4.71817034246e-06	0.01447966991739752	14
ACVR1B;ACVR2A	7.07725551369e-05	0.012535002686693223	13
ZFP30;ZNF512	Null	Null	0
DPYSL5;DPYSL4;HMGCS1	0.000754463648356	0.024383031163464	4
TAP1;TAP2	5.54856832273e-05	0.011456139086419743	43
LMF2;ALG9;PIGO;POMT2	0.0180618049841	0.0324003530263	4
SP1;ZNF594	0.0499607057562	0.0499607057562	4
CTSA;GLB1	3.14544689497e-06	0.016772805547916193	37
APTX;PNMA1	Null	Null	0
RIOK1;RIOK2	0.000379243278216	0.02378545105985943	7
ECHDC3;SUGCT;HDHD5	Null	Null	0
ARHGEF1;ARHGEF12;WNK1	0.00253320108605	0.020063332215223335	15
BRAT1;RPS6KA5;GTF2I	Null	Null	0
STK38;MAPK6	Null	Null	0
ATP2C1;ATP13A3	Null	Null	0
ANO5;TMEM39A;POMT2	0.000772447037446	0.015048464463845078	13
RAB3IL1;NUDT18	Null	Null	0
ZNF628;PATZ1;ZFP91;ZNF592;ZNF687	0.0136346997018	0.035609475885875	4
LTV1;SETD6	Null	Null	0
SACM1L;ZDHHC6	0.0499607057562	0.0499607057562	1
ZNF660;ZNF124	0.0216666486958	0.0216666486958	1
XPO5;CSNK1E	0.033127664593	0.03873867831406667	3
CMAS;CHTF18	Null	Null	0
APOA1;APOE	9.73433039076e-06	0.017517384586729277	61
AP5Z1;BRD2	Null	Null	0
CSE1L;IPO11;CSNK1E	0.0458503769416	0.0458503769416	1
PROX1;CDK17;SIK2	Null	Null	0
DOCK6;RHPN2	Null	Null	0
ZNF710;ZSCAN5A	Null	Null	0
DHFR;USP48	0.0390530378161	0.0390530378161	1
DDX31;NOP16	Null	Null	0
UBLCP1;PARP2	0.0365957501426	0.0381380436004	3
POC5;STIL	Null	Null	0
DGAT2L6;TMEM255B	Null	Null	0
CHIT1;PTX3	Null	Null	0
HOXA10;ISL1	Null	Null	0
DIP2B;TYK2	Null	Null	0
CDCA2;USP11	Null	Null	0
FADS2;FADS3	0.0276072562975	0.0321452884376	3
LINGO1;LINGO2	0.0499607057562	0.0499607057562	1
DENND2D;TPP2	Null	Null	0
ZBED9;PM20D2	Null	Null	0
CCSER2;MAST2	Null	Null	0
RTN3;SACM1L;GPAT3	0.0496805477378	0.04981984038535	2
PTTG1;ESPL1	1.57272344749e-06	0.01643141921206458	10
PRXL2B;NARS1	Null	Null	0
RAB10;RAB6A	0.00307152889294	0.0138104777732425	4
HDHD5;NME6	Null	Null	0
LONP2;NUDT12	Null	Null	0
FEM1B;CRTC3;POLR3G;BEX3;NOSIP	0.0405269177726	0.04124796543525	2
ZBTB1;HIC2	Null	Null	0
EMC7;KIAA2013	Null	Null	0
POGLUT1;POGLUT2	0.0142677471156	0.0179337654717	4
LHFPL3;PIGP	0.0328975150774	0.0328975150774	1
PPP1R13L;MAPK13	0.0499607057562	0.0499607057562	2
FOXD4L6;FOXD2	Null	Null	0
RALGPS2;PLEKHM3	Null	Null	0
PTPRD;PTPRG	Null	Null	0
VAMP4;VAMP3;STX16;VAMP8;VAMP7;STX4	2.32153883857e-15	0.00883139677379396	59
FAT3;DCHS1;FAT4	2.54770504409e-05	0.014743059072600666	49
HEXIM1;KLHDC10	Null	Null	0
AREL1;PANK4	Null	Null	0
MAPK9;TTC4	Null	Null	0
ZNF211;ZNF512	Null	Null	0
RBM19;SRPK2	Null	Null	0
ALOX15B;NIBAN2;UGP2	Null	Null	0
BBX;ELF1	Null	Null	0
