Complexes(Gene Name)	Min-p-value	Avg-p-value	Number-of-resources
ZNF770;ZNF574	1	1	0
CTCF;ZBTB24;ZNF800;PRDM15;GZF1;ZFP91;ZNF512	0.0499528421391	0.0499528421391	3
RTKN2;SH3D19	1	1	0
HNRNPH2;HNRNPH1	0.00256603902194	0.03154798442949	6
GMFB;GMFG	0.000396326308767	0.024006050702452427	7
GSTA5;GSTA2;GSTA3;GSTA4;GSTA1	4.47241035481e-12	0.005922265318424938	37
DDI1;DDI2	0.0011889789263	0.013607203267666665	3
KCNAB3;KCNAB2	0.000684134699657	0.0030345285044656666	3
GRPEL1;GRPEL2	1.57272344749e-06	0.017702417852548485	10
SYBU;ACTR10	0.0217979469822	0.0217979469822	1
SERBP1;GAPDH	0.0386477252339	0.0386477252339	1
MEX3A;DCP1B	1	1	0
TLR10;ECEL1	0.0273671931993	0.0273671931993	1
ITPK1;ACY1	0.0249811392398	0.034362222738366664	3
SEPTIN12;SEPTIN2;SEPTIN7;SEPTIN4;SEPTIN6;SEPTIN11;SEPTIN8;SEPTIN3;SEPTIN5	2.01901022759e-25	0.001570985682247606	35
PRXL2B;NARS1	1	1	0
ATP5MC3;PLD6	1	1	0
ARSA;ARSB	0.000103799747534	0.02506159977140283	12
ATXN7;MBIP	0.0142252835825	0.0142252835825	1
HIVEP1;ZNF8	1	1	0
HSBP1;FEM1B	1	1	0
CEP170B;RMDN1	1	1	0
GPATCH11;KIF2C	1	1	0
RBM7;SF3B6;SNRPA;SF3B4;SNRNP35	2.40021303267e-06	0.005493111360261172	23
SLFN5;NAB1	1	1	0
TMOD1;ACTC1;ACTBL2;ACTB;ACTR10	0.000298732170537	0.016943054476363	12
NOCT;STK33	1	1	0
USP1;MED29;MED8	0.000141497581013	0.025322826563212556	9
MFSD4A;SEC61A2;TMEM209;MPDU1;RFT1;TM9SF3;FADS3;MFSD3;TMEM263;ICMT;ATL2;GPAT4;CDS2	0.0185211508407	0.02807580632471667	6
UGT3A2;NOMO3	1	1	0
ZFP3;CCDC130	1	1	0
NAA80;PPCDC	0.0433895309553	0.0433895309553	1
TMEM144;HERPUD2	1	1	0
PRRT2;DDI1	1	1	0
TFG;SEC31A	0.00337349179486	0.023874728294539998	4
SPOP;SPOPL	0.000167413699393	0.00520920186139175	4
CAPN12;SDR9C7	1	1	0
EEF1AKMT3;CTDP1	1	1	0
SH3BP1;GAMT	1	1	0
FLOT1;FLOT2	0.000298817455022	0.0092975289517495	16
PIP4P2;PIP4P1	0.000359822569801	0.0047837650010672	5
SLAMF1;TNFRSF10B	0.00847603381816	0.02407516369658667	3
IL12RB1;LAMB2	0.01551494501	0.03589374770083333	6
MAPKAPK3;MKNK1;DUSP7;MAPKAPK2	1.15574446168e-06	0.004918960666634979	42
RBAK;SP2	1	1	0
SIRT7;SRPK2	0.00396326308767	0.00396326308767	1
ITPKC;MAPK13	1	1	0
BPTF;CHD9	1	1	0
CD276;DCBLD1;AMIGO3	1	1	0
CDSN;DSC3	1	1	0
RAPGEF6;PPIP5K1	1	1	0
REXO5;NOL4	1	1	0
MLLT1;AFF3;AFF4;ELL2	9.79920670762e-08	0.014266981631869081	9
PRSS8;CFB	1	1	0
MED15;MED13L;MED31;MED11;MED6;MED13;MED30;MED16;MED8;MED12;MED25;MED14;MED27	3.23640193336e-35	0.0033146647664296773	85
LARP4;PABPC4;PABPC1L;PABPC1;PABPC4L	9.20306181717e-11	0.0015636847344192223	15
BMS1;NSUN5;TSEN15	1	1	0
UGT8;IGSF8	1	1	0
SALL2;ZNF507	1	1	0
NUDT1;TRMT12	1	1	0
ASGR2;CLEC17A	1	1	0
ZNF23;ELOA2	1	1	0
C11orf68;ZNF341	1	1	0
CIRBP;RBM3	1	1	0
ZNF497;ZNF408;ZNF837	1	1	0
CD2AP;EHD3	0.00730164359034	0.00730164359034	1
MACROD1;SYCE2	1	1	0
MCCD1;FMC1	1	1	0
PYCR1;PYCR2	7.07725551369e-05	0.015550371362066207	14
KBTBD11;ZBTB33	1	1	0
TCF12;HAND1;TCF3	9.95619197871e-05	0.0232311178541653	7
LPAR3;GPR42	1	1	0
PUS7L;CRAMP1	1	1	0
TES;MCTS1	0.0120356762478	0.0120356762478	1
NACC1;ZFP62	0.00587195113909	0.00587195113909	1
FOXRED1;NDUFB9	0.000497493813899	0.013853823411037632	30
MVK;C15orf39	0.0386477252339	0.04845657244761111	9
ERRFI1;MAP3K20;CDK14	1	1	0
ZMAT2;PUS7	1	1	0
ZFYVE26;TTC28	0.0499622784796	0.0499622784796	1
HEXIM1;KLHDC10	1	1	0
TSPAN6;TSPAN3	1	1	0
TRIP6;SORBS3	1	1	0
ZNF845;ZNF512	1	1	0
NMNAT3;ACAD10	1	1	0
FLVCR1;S1PR4	0.0499607057562	0.0499614921179	2
ASPHD2;CHST11;C1GALT1	1	1	0
SNAPC4;SNAPC2;SNAPC3;SNAPC1	1.87040600785e-13	0.0011703854740002606	17
POC1A;HAUS4;HAUS8;CEP43	5.93666236191e-05	0.005717921762400432	16
KRT80;KRT32	0.0103092021983	0.01712695834315	2
PGLS;BLMH	0.0276072562975	0.0276072562975	1
PARP11;MAPK12	1	1	0
SFXN3;TMEM14B	1	1	0
GLI1;SUFU	3.163657377e-05	0.01922848512601045	20
RAB2A;RAB2B	0.00307152889294	0.00307152889294	1
KRTAP9-3;KRTAP9-2	0.023944714488	0.03575193577	2
PPID;PYM1	1	1	0
CLCN5;CLCN4	0.00189430309166	0.019004447084288573	7
CUL4A;RBX1	4.71817034246e-06	0.007492159685963845	32
TCOF1;SRSF8	0.0499622784796	0.0499622784796	1
ABHD17C;ABHD17A	0.000397899032214	0.02331031716736425	8
C4orf3;GPX8	1	1	0
RCCD1;MARCHF7	0.0499607057562	0.0499607057562	1
DUSP5;CSNK1E	1	1	0
NSUN2;VRK1	0.0499607057562	0.049960705756200006	3
ESF1;NCOA5	1	1	0
PAM;ITFG1	1	1	0
ADK;GAMT;VRK1;SBDS	0.0352692269612	0.04628547697235	4
ZCCHC3;ANKHD1	1	1	0
TRUB2;GPT2;RPUSD3;ACSS1;AUH;LYRM7	0.000105217658424	0.013832058577841333	3
SDR9C7;PLCXD1;TPRG1;MCTS1;AKR1C2;GSTM1;YOD1;IMPA2;ARHGEF10L;ABHD5;GLTP;HMGCS1;S100A7A;CAPNS2;ALOX12B;NT5C3A;LYPLA2;SARG;BBOX1;CBR1;UGP2;GSTM3;PPCS;CBR3;ARHGDIB;HPGD;LYPLA1;INPP1;UBA6;CSTA;ITPA;SPRR1A;SPRR1B;SPRR2A;PLA2G4E;SPRR2E;RAP1BL;SPRR2D	1.05924836396e-10	0.014746211011074588	17
ACSM2B;ACSM2A	1.57272344749e-05	0.015258197441782232	18
POLL;INKA2	0.00262839717654	0.026118493061713332	3
NICN1;TRAPPC2B	1	1	0
PLAGL2;ZNF581	1	1	0
PCBD1;PCBD2;HNF1B	0.000134471444677	0.0008259104243723333	3
GPR108;TMEM243	1	1	0
CALCA;SCGB2A1	1	1	0
FOLH1;NAALAD2	7.07725551369e-05	0.02173015175521845	2
HEXIM2;ID4	1	1	0
TRAF5;TRAF3	0.000285076818586	0.0077348164222179406	17
CIAO3;CIAO2A	0.00396326308767	0.00396326308767	1
VSIG4;F3	0.000302164644373	0.0222348014322365	2
RASA1;TYMP	0.0140444203861	0.044830931220042856	7
ARHGEF18;ARHGEF12	0.00192658622317	0.005632866299522	5
PPP1R10;PPP1CA	1.57272344749e-06	0.014062837805348123	4
ABCA7;ABCA5	9.10183867719e-05	0.002433985131166633	3
LANCL2;MAPK9	1	1	0
COCH;HAPLN3	1	1	0
SRRT;SRSF9	0.015302599144	0.0318407298284	5
NDST2;NDST3;NDST1;GALNT6	3.75742820603e-07	0.005892645525352371	24
MAP3K21;PLEKHO2	1	1	0
RNF20;UBE2T	0.00460178880735	0.00460178880735	1
DAGLB;TLCD3A	1	1	0
CUL2;RBX1;CUL1;SKP2	2.61856841099e-12	0.010700275887013696	99
UGT8;UGT3A2	1	1	0
MLH1;PMS2;MLH3	5.0028134471e-08	0.005368583027945474	153
TMEM39A;LMF1;ATP8B2	1	1	0
TMCO1;ALG3;HACD2;HACD3	0.000547007155381	0.010731546558816285	7
LAP3;ZNF76	1	1	0
ANKHD1;ZNF34	1	1	0
GCM2;TBX19	0.000726598232739	0.000726598232739	1
FA2H;ERLIN1	0.0101912479397	0.0101912479397	1
ZNF789;HEXIM2	1	1	0
FAM50B;CCDC89	1	1	0
NT5DC2;NT5DC3	0.0142677471156	0.0180328470489	2
MAP10;CEP76	1	1	0
CKMT2;CKMT1B	1	1	0
ZNF844;MDFI	1	1	0
SAP18;INCA1	1	1	0
GZMH;TBC1D8	1	1	0
AFTPH;OSBPL11	1	1	0
CHCHD4;CHCHD5	0.00307152889294	0.01020618881247	2
TGFB2;INHBE	0.000487891352516	0.018079956443128667	3
ILKAP;GID8	0.0499607057562	0.0499607057562	1
ENDOV;ELP3	1	1	0
CCDC50;RIOK3	1	1	0
TMEM223;TMPPE	1	1	0
UQCC3;PISD	1	1	0
GPR173;CELSR2	0.0293962274416	0.033526287981959994	5
RAE1;RGPD8	1	1	0
PEX10;FAR2	0.000369130124131	0.026016362214143666	3
TMEM68;TMUB2	1	1	0
HELZ2;CMAS	1	1	0
CWF19L2;CWF19L1	0.0309134520838	0.0309134520838	1
TADA1;TAF9;TAF12;TAF6;TAF6L;TAF9B	2.91336412516e-13	0.0041564491272763895	88
NOL11;DHX37;BRIX1;NLE1;RPF2;RPP14;NOP16;RBM34;WDR75;REXO4;UTP3;RPP40;NKRF;RBM4B;RPP38;DNTTIP2;WDR74;NIP7	3.65174830377e-17	0.00552100089940225	41
PPAT;NUDT5	0.000849504943204	0.003366531680127	2
SLC16A4;REEP2	1	1	0
KLHL6;KLHL7	1	1	0
IRS4;IRS2	4.17185588175e-05	0.0020143939021618753	20
AKR1D1;AKR1C4	1.24364462406e-05	0.009570490259926456	14
ZNF749;ZKSCAN2	0.00474862135596	0.00474862135596	1
RAB2B;RAB6A	0.00307152889294	0.00978567343817	2
USP27X;PRMT2	0.0249811392398	0.0249811392398	2
RNF115;UBE2E3	1	1	0
SPOCK2;COL14A1	1	1	0
DUSP8;MAPK9	0.00435658278306	0.00595660220177	2
PABPN1L;SDR9C7	1	1	0
SIRT2;SIRT5	3.163657377e-05	0.0036088356386154395	5
TMEM213;SEL1L	1	1	0
TJP3;TJP1	8.79566281736e-05	0.01751850833928295	8
RNF146;CHD1L	1	1	0
ARHGAP22;CSNK1E	0.00674727304802	0.00674727304802	1
SPATA20;THEM6	1	1	0
DES;SYNC;SYNM;NES	1.24519212507e-06	0.017347581604590847	6
HSBP1;GMNN;PPP2R5D	0.0140054463721	0.025990008592366665	3
NEIL3;DYRK1B;GTF3C5;INTS14;TRMT6	0.0499622784797	0.0499622784797	2
SF3B5;ZMAT5;PDCD7;SF3B6;SNRNP48;SNRNP35;SF3B3;SNRPE;SNRPF;SNRPD1;RNPC3;SNRPB;PRPF8;SNRPD2;SNRPD3;ZCRB1;SF3B1;SF3B4;SF3B2;SNRPN	6.29424460096e-56	0.006437411291421984	119
ZNF629;ZNF865;ZFP62;ZBTB41;ZNF708;ZNF142;ZNF646;ZNF512;ZNF48;ZFP91;ZBTB24;PRDM15;ZNF768;PATZ1;GZF1;ZNF107;ZNF317;ZNF624;ZNF184;ZNF483;ZNF445;ZKSCAN8;ZSCAN25;CTCF;ZNF358;ZNF813;ZNF275;ZNF689;ZNF668;ZNF770;ZNF791;ZNF121;ZNF7;ZNF320;ZNF189;ZNF92;ZNF430;ZNF616;ZNF777;ZNF761;ZNF574;ZNF771;ZBTB11;ZNF431;ZBTB48;E4F1;CEBPZ;RSBN1L;RSBN1;REPIN1;TRMT1L;ZNF22;PRDM10;ZNF800;ZNF70;DDX10;ZNF397;BRIX1;ZNF845;SCAF1;ZNF16;SPTY2D1;KNOP1;NKRF;TTF1;RPF2;NOP2;RBM34;NSA2	4.22517092829e-38	0.00212922121355864	81
SYK;SH2D2A	0.038311658058	0.038311658058	1
CRIP1;TK1	1	1	0
PSG3;PSG9;PSG1	0.000105719335569	0.0136277253988358	5
DTX3;UBE2D1	1	1	0
ZFYVE9;ZFYVE16	0.000487891352516	0.010751623061823999	4
CST7;CTSL	0.0496868035517	0.0496868035517	1
UBQLN1;UBQLN2	2.35908517123e-05	0.012052005924885287	8
SPTBN4;ACTBL2	0.0218944438225	0.0218944438225	1
MCEE;FARS2	1	1	0
PGLYRP3;ART5	1	1	0
SDCCAG8;RABEP2	0.000131413460275	0.000131413460275	1
BRK1;NCKAP1;CYFIP1	1.98038588111e-09	0.008296923810479284	51
SEMA7A;NCAM1;BCAM	0.0499591330329	0.0499591330329	1
KMT2A;CPSF2	0.00059448946315	0.011772674433516669	3
ABL1;ABI1	4.71817034246e-06	0.018474261035024746	14
PRMT3;UBE3D	1	1	0
DNMBP;ARHGEF37	1	1	0
KCTD1;GNL3L	0.0499622784796	0.0499622784796	1
ZNF417;ZNF512	1	1	0
SQSTM1;MAP2K5	4.71817034246e-06	0.013519071099540614	4
SNX27;CASP6	0.0164213498143	0.033014968233225	4
TNIK;HSBP1	1	1	0
COQ6;COQ5	7.51653344212e-06	0.021068684610117714	8
TMC6;AGPAT2	0.0499607057562	0.0499607057562	1
LENG8;INTS11	0.000103799747534	0.000103799747534	1
ACTB;ACTA2;ACTBL2	0.000768415114588	0.01822379762366914	14
NARS1;ALDH1A3	1	1	0
RECQL4;PRR11	0.0499622784796	0.0499622784796	3
ACTL6A;RUVBL2;EP400	3.96077176223e-09	0.010093212893404648	52
MBNL3;RRM2B;DPH1;MRTFA;PAPOLA	1	1	0
GUCY2D;GUCY2F	3.7719331455e-05	0.018720816094774217	14
HBQ1;HBG2	0.0178346838945	0.024175904834775	4
CA8;HSD17B14	0.0325472731256	0.0325472731256	1
RHOBTB1;RHOBTB2	0.000188726813698	0.0094244313722015	4
BRI3;MALL	1	1	0
RAB40A;RAB40AL	1	1	0
SNU13;PPIH	0.0011815990571	0.02208490848858	5
TNS2;SOCS7	1	1	0
TFDP3;E2F4;E2F3	0.00324108356738	0.02117958285451375	8
CCDC187;CYSRT1	1	1	0
CA5A;PITRM1	0.0325472731256	0.0325472731256	1
DENND1B;SIKE1	1	1	0
EEF2K;SIPA1L1	1	1	0
GBP5;GBP3	0.00150685995878	0.010576104575243333	3
DNAH2;EML4	1	1	0
CCDC91;GGA1	1	1	0
CCNI2;LARP1B	1	1	0
INSL5;ARSK	1	1	0
PCDHGC5;PTPRU	1	1	0
VPS13A;VPS13C	0.00284033854616	0.026238269515519334	15
AAR2;WDR83	1	1	0
CTPS2;CTPS1	0.000174246911613	0.0070229158679889474	19
TRIM37;USP34	0.0499622784796	0.0499622784796	1
RANBP10;PADI3	1	1	0
DNM1;DNM3	0.000103799747534	0.009395548489428883	26
ATP8B2;ALG10;TMEM39A;ALG8;PIGW	0.00381242649157	0.027551517740854004	5
NDUFA6;NDUFB6;NDUFS7;NDUFS3;NDUFA1;NDUFS5;NDUFA7;NDUFV1;NDUFA8;NDUFS2;NDUFS1;NDUFV2;NDUFB1;NDUFB10;NDUFB7;NDUFB4;MT-ND2;NDUFB9;NDUFS6;NDUFA2;NDUFA5;NDUFV3;NDUFS4;NDUFB11;NDUFA11;NDUFAB1;NDUFA12;NDUFA10;NDUFA3;NDUFS8	3.45091885675e-82	0.001573843836404988	457
D2HGDH;TRIT1;EARS2;FARS2;ACSF2;TMLHE;MMUT;MIPEP;LARS2;GFM2;ALDH6A1;BCKDHA;IVD;BCKDK;ACSF3;IDH3G;TBRG4;TARS2;ALDH4A1;DGLUCY;TRUB2;METTL15;NSUN4;TSFM;ACAD10;DARS2;SARDH;RARS2;GFM1;PARS2;ACAA2;AK4;PCCA;PTCD1;MTHFD1L;IARS2;OGDHL;PUS1;PCCB;FECH;NARS2;PC;ATPAF1;YARS2;MTFMT;ERAL1;NDUFA10;MTG2;ABHD11;MRM2;GUF1;MARS2;HDHD5;ALAS1;GLS;AARS2;MTO1;NDUFAF1;FAHD1;FPGS;MRPL58;MCCC1;RSAD1;CLPP;DBT;HARS2	6.54368402941e-61	0.004974159091649408	352
PCNP;DCAF17	1	1	0
KRT35;KRT78	0.0103092021983	0.01712695834315	2
ZNF75A;ZFP2;ZNF71	1	1	0
ZNF165;ZNF572;ZNF774	1	1	0
RALGAPA1;RALGAPA2	1	1	0
CGGBP1;SPIN2B	1	1	0
XAF1;MMADHC	0.0499607057562	0.0499607057562	1
EZHIP;ZNF417	1	1	0
GINS4;GINS3	9.43634068492e-06	0.010170278293752435	9
EDARADD;NTAQ1	1	1	0
SLC35A5;SLC22A23	1	1	0
ZNF284;ZNF223	0.0114027178959	0.01660033243905	2
FKBP7;TXNDC12	1	1	0
PGAP3;VKORC1L1	0.0238710069055	0.0238710069055	1
GNB4;AMPD2	0.0390129778383	0.0390129778383	1
RGS10;PBK	1	1	0
PPIL4;NFKBIL1	1	1	0
ZNF346;ADARB1	0.0499607057562	0.049960705756200006	3
WDR61;TTC37;SKIV2L	1.98038588111e-10	0.011142972005755664	55
DPH6;GNL3L	1	1	0
RLIM;SPIN2A	1	1	0
MTUS1;CSNK1D	1	1	0
RPN2;MAGT1;RPN1;DDOST	1.87040600785e-13	0.007084816133433348	43
ERMP1;PIGO	1	1	0
CHD1L;STAT2	0.0447314549968	0.0473468667382	2
RPAP1;POLR2C;POLR2B	1.98038588111e-10	0.009942862251470458	61
WAPL;PDS5B;STAG1;STAG2	1.5711410466e-11	0.013530754317099582	35
MIDN;URGCP;ELP3;UCKL1;ECD;SMYD2;SMYD3;CMTR1;PPP2R5D;BHLHB9	0.0291647014032	0.0291647014032	1
NDN;EID1	1	1	0
POU1F1;MSX2	0.0271955338539	0.0323488243502	3
ESR2;NFKBID	0.0249811392398	0.0249811392398	1
HMGCLL1;HMGCL	6.1498909981e-06	0.011973334687316156	16
GPSM3;CTAG1A	1	1	0
IGBP1;PPP4R4	0.000913636438104	0.000913636438104	1
COBL;WIPF2	0.0023386698533	0.009801207054383334	9
CDK2AP1;GATAD1	1	1	0
KIAA1328;ZNF417	0.0236580060386	0.0326187088397	3
NAE1;UBA3	1.57272344749e-06	0.01143438815054105	5
OVOL1;ARID3B	1	1	0
PLA2G15;SIAE	1	1	0
LGALS3BP;ZG16B	1	1	0
STOML2;AKAP11	1	1	0
SDC4;SDC3;SDC2;SDC1	7.48910565544e-11	0.0031644888947990014	53
NPDC1;SEL1L3	1	1	0
PRKCD;PRKACB	0.000379243278216	0.012352945675254311	32
APOBEC3C;APOBEC3D	0.00277442082561	0.019045919646343636	11
TNFSF11;ANKHD1	0.0496868035517	0.049824541015649995	2
CTSC;CTSB;CTSL;CTSO;CTSF	1.30108468956e-09	0.009956967265801446	26
ENTPD4;TM9SF1	1	1	0
GTSE1;NT5C2	1	1	0
FKBP8;HSP90AA1	1.57272344749e-06	0.039725428451849634	7
B3GLCT;NCEH1;POMGNT2	0.0213351276331	0.0213351276331	1
RALY;HNRNPU;ILF2	1.9189939188e-07	0.01910061121271716	50
GALNS;MAN2B1;NPC2	8.97596822595e-06	0.02271961630778089	18
SPECC1L;ACTA2	0.0175044119705	0.030361950394816668	6
AKAP13;SIPA1;TSC2	0.00948380811274	0.041864068048868004	5
SEMA4D;PTPRU	0.0499607057562	0.0499607057562	1
MMUT;ACSF2;PARS2;BCKDK;GFM1;GFM2;BCKDHA;MIPEP;RARS2;OGDHL;EARS2;TMLHE;IVD;TARS2;IARS2;LARS2;ACSF3;PCCB;TBRG4;ALDH4A1;ACAA2;AK4;NSUN4;PCCA;D2HGDH;DGLUCY;DARS2;ACAD10;SARDH;IDH3G;METTL15;MTHFD1L;TSFM;PUS1;PTCD1;MTFMT;NARS2;FECH;ATPAF1;ALDH6A1;TRUB2;TRIT1;PC;YARS2;ERAL1;NDUFA10;RPUSD3;MTG2;MRM2;FARS2;ABHD11;GLS;GUF1;ALAS1;HDHD5;AARS2;NDUFAF1;MCCC1;MTO1;FAHD1;FPGS;MRPL58;RSAD1;DBT;HARS2	8.08691138028e-60	0.004717280773459575	340
ANP32C;TRAPPC2	1	1	0
PGK1;PGK2	3.163657377e-05	0.00483761685055323	13
MORC2;NUDCD1	0.0499622784796	0.0499622784796	1
DTX2;ARNT2	1	1	0
RAP2C;RAP2B	0.0261575363786	0.0261575363786	1
PPP1R11;KCTD20	1	1	0
ODAM;SNRPC	1	1	0
SORBS3;ARHGAP26	1	1	0
CDKN3;WWC1	0.0499607057562	0.0499607057562	1
MND1;PSMC3IP	1.57272344749e-06	0.012628048624703497	5
LASP1;TES	1	1	0
BTG2;CNOT8	0.000330271923972	0.0008278490836493334	3
ATP6V1D;ATP6V0D1;ATP6V0D2;ATP6V1F	1.42084636265e-10	0.005832022570572188	81
MSH6;MSH2	1.57272344749e-06	0.01023202514527127	130
THAP4;KLHDC3	1	1	0
TIGAR;DDX59	0.0499622784796	0.0499622784796	2
NEFM;NEFH	0.000206854520804	0.006775229101604177	17
SSU72;CMTR1;TTC4;POLDIP3	0.0168879312209	0.03105145673396	5
ECHDC1;ENGASE	0.0368845862502	0.0368845862502	1
CYP20A1;C1orf43;PDZD8	0.0022262705129	0.012655170620289998	5
NOL10;UTP25	1	1	0
APOA1;IGHM;FN1	1.98038588111e-09	0.03683855167487756	14
ANKRD17;GTPBP4	1	1	0
MYO5A;IQCB1	0.0499607057562	0.0499607057562	1
HARS2;PC;GLS;IARS2	0.00137840228853	0.015267521947964284	7
PABPC4;PABPC1L	0.000379243278216	0.0008455416801156666	3
TSPYL1;BRIX1;NOP2;RIOX1;RPF2;REXO4;RBM34;SDAD1;DDX52;RPP14;NOP16;RPP38;RPP30;RPP40;NKRF;ZNF16	1.41748714186e-14	0.001966425467603029	40
ZNF574;ZNF107;ZNF48;ZNF358;ZNF629;ZNF646;CTCF;ZNF275;ZNF512;ZNF579;ZNF317;ZNF189;ZNF668;ZFP91;ZNF184;ZNF768;ZNF689;ZNF770;ZSCAN25;ZKSCAN8;ZNF624;ZBTB24;ZNF445;GZF1;PRDM15;ZNF888;ZNF121;ZNF7;ZNF92;ZNF777;ZNF483;ZNF724;PATZ1;ZNF791;ZNF320;ZNF430;ZNF708;ZNF316;ZNF22;REPIN1;ZNF771;ZNF273;ZNF865;GLI4;ZKSCAN2;E4F1;ZSCAN21;RPL17;ZNF431;ZBTB48;ZNF696	5.7343084234e-43	0.0008740510712194338	74
FIGLA;MYOD1	1	1	0
EOMES;OTP	1	1	0
GTF2B;DRAP1	0.000165135961986	0.000165135961986	1
HYLS1;CEP120	0.00187154090251	0.02311650049207923	39
NKX1-2;RHOXF2	1	1	0
SPIN4;SPIN1	1	1	0
PRSS53;NLN	0.0433895309553	0.0433895309553	1
GNAI1;GNAI3	9.59526852803e-05	0.00739389653542859	75
SDHAF1;NDUFAB1	0.0441674382201	0.0441674382201	1
LRRC18;KCTD17	1	1	0
CEP41;ROCK1	0.0386211477818	0.044290926769	2
MAP2;MAP1A	0.000396326308767	0.013459838807108932	15
APIP;DNAJC12	1	1	0
DCTN1;ACTR1A	0.00192658622317	0.011251380864875834	12
TIMM10B;TIMM9;TIMM10	7.48585863061e-07	0.011883610283667252	18
ZNF649;SP2	1	1	0
DCP2;RBPMS	0.0499607057562	0.0499607057562	1
ISLR;CILP2	1	1	0
TNFSF8;TNFSF9	0.000434071671506	0.006214027039589	4
BRD7;INTS11	1	1	0
MPRIP;PPP1R12A	1.57272344749e-06	0.029978310721837986	5
TROAP;PDRG1	1	1	0
PRKCA;MAPK1;MAPK3	7.92154352445e-10	0.005813532303698667	349
H2AX;PARP1	3.30271923972e-05	0.01223954960947311	11
FGFR1;CSNK1G1	0.0176523251635	0.041776937986814276	7
PLEKHA5;CAMK1	1	1	0
RNASEL;OXSR1	0.0499607057562	0.0499607057562	1
WDR75;DDX47;REXO4;BRIX1;RPF2;RBM34;ZCCHC9;RSL24D1;CCDC86	7.49095052464e-08	0.007812820470996448	5
ALDH1A1;ALDH1A3;HMGCS1;ALOX12B;IMPA2;MAN2C1;S100A7A;ME1	0.000409312328282	0.016848101016944665	9
ZSCAN20;ZNF197;ZSCAN29;ZKSCAN5;ZNF449;ZSCAN22;ZNF394;ZNF215;ZSCAN18;ZSCAN30;ZSCAN23;ZNF213;ZKSCAN4;SCAND1;ZKSCAN3;ZNF232;ZNF174	1.50301086286e-14	0.002442697941772638	55
SDAD1;TAF1C;RIOX1;NOP2;DHX37;NLE1;TSPYL1;BRIX1;FCF1;RPF2;NOP16;RBM34;UTP3;REXO4;ZNF16;NKRF;WDR74;BMS1;DNTTIP2;FTSJ3;SPTY2D1;NIP7;DDX54;DDX52;ZCCHC9;TBL3;SURF6;ZBTB11;ZNF771;ESF1;NVL;NOC3L;CCDC86;PWP2;RSL24D1;TSPYL2;UTP18;WDR36;PARP2;PUM3	5.49430643489e-41	0.004241631970656242	66
PPP1R16B;TADA2A	1	1	0
VMAC;LMO3	1	1	0
RTN4;RTN3	0.0017751972317	0.015664878952304	15
ABCG4;GPR152	1	1	0
UBE2W;LCOR	0.00827422348916	0.009106589785893333	3
LHX4;POU1F1	6.60543847944e-05	0.014312664097255874	50
PRDM6;CBFA2T2	1	1	0
ZSCAN9;ZSCAN22;ZSCAN18;ZSCAN23;ZNF213	0.035159219483	0.03671745145015	2
GORASP2;GOLGA2	1	1	0
POU4F2;MEOX2	1	1	0
NXN;HIF1AN	0.0386477252339	0.0386477252339	1
ZNF707;SP1	0.0499607057562	0.0499607057562	4
DTYMK;GAMT	1	1	0
ZFP90;ZNF512	1	1	0
APBB1;APP	4.71817034246e-06	0.037273161011852345	17
LIMCH1;ACTA2	0.0499622784796	0.0499622784796	2
TRPM7;CNNM3	0.0249811392398	0.0249811392398	1
BLK;CYTH1	1	1	0
ARAF;CDK5RAP1	0.0499607057562	0.0499607057562	1
SERPINE2;SERPINB6;KLK13	0.000490463159471	0.000490463159471	1
PDHA2;PDHA1;DLAT	8.2626930168e-08	0.0084982412606357	55
GRB10;DGKH	1	1	0
BEX3;POLR3G;FEM1B;CRTC3	0.0277773542431	0.02827216842745	2
RPS4Y1;RPS15A;RPS23;RPS4X;RPS17;RPS5;RPS18;RPS26;RPS13;RPS14;RPS20;RPS19;RPS9;RPL19;RPS3;RPS3A;RPS16;RPLP2;RPS2;RPS15;RPSA;RPS8;RPS25;RPL14;RPL37A;RPL10A;RPL13;RPL7A;RPL31;RPL23A;RPL4;RPL8;RPL15;RPS10	9.4653837676e-81	0.004815019024692982	490
GALK2;PABPC3	1	1	0
TNNI2;TNNT1	0.000231538001437	0.0063246196026582	5
RAB3IL1;NUDT18	1	1	0
KRTAP5-3;KRTAP1-5;KRTAP9-2;KRTAP9-3;KRTAP4-2	3.41765174321e-09	0.0036654574178638768	17
C4orf17;ZNF417	1	1	0
PHB2;PHB	1.57272344749e-05	0.0069735654429229875	8
CA12;IGDCC4	0.0325472731256	0.0386393640612	2
PCDHB5;PCDHB11	1	1	0
SNTG2;SNTA1;SNTB1	2.72485254154e-05	0.0023959239133136	3
TRIM69;NTAQ1	1	1	0
USP13;PRKACG	1	1	0
AGO3;AGO4	2.35908517123e-05	0.015588549840907524	43
TSPYL6;TSPYL2	1	1	0
LATS2;LATS1	5.16590843841e-05	0.0060964798255740225	9
SUSD5;PLXDC2	1	1	0
MCTS1;CCDC43	0.0120356762478	0.013390804240166665	3
MAP1B;MAP1S	0.0499622784796	0.0499622784796	1
ZGPAT;CEBPG	1	1	0
PRCP;MANBA	0.0368845862502	0.043412131895033325	3
SNRK;CDK17	1	1	0
