UniProt1	UniProt2	Weight
Q12933	Q9UDY8	1
P46781	P22090	1
P49207	P46779	1
Q13503	Q15528	1
Q8TBF4	Q9BV90	1
P04844	Q9H0U3	1
O14929	Q13112	1
Q5T4F4	Q8NHH9	1
Q96EP0	Q9H0F6	1
Q9UJF2	P23508	1
Q9P086	O75586	1
Q8NBZ0	Q9Y230	1
P11388	P06748	1
P20226	Q12873	1
Q08211	O43390	1
Q9NX70	O95402	1
Q9Y4K3	Q9NYJ8	1
O94776	O60216	1
P52294	P06748	1
P49207	P62888	1
P19838	Q9UJF2	1
P46779	Q07020	1
Q96ST3	P51531	1
P83731	P05388	1
O75461	P61964	1
O15392	Q9NQS7	1
Q9P0M9	Q9BYC8	1
O95602	O15446	1
P62701	P47914	1
P61513	P50914	1
Q07157	Q16630	1
P84243	Q8TEX9	1
P19387	P52434	1
O60830	O14925	1
Q15528	Q6P2C8	1
Q8NCE0	Q7Z6J9	1
P49336	Q9Y2X0	1
P05387	P27635	1
Q16560	Q15427	1
Q8TCC3	Q9NYK5	1
Q15029	Q9Y4Z0	1
Q6PI98	Q6P4R8	1
Q96CS2	Q9NVX0	1
Q13363	O75362	1
P24928	P51532	1
Q8WUM0	Q12769	1
Q9UHA3	P49207	1
P14678	Q7L014	1
Q05195	Q96ST3	1
P35579	P60709	1
P78346	P78345	1
Q13042	P30260	1
Q00653	Q13576	1
Q9UBL3	Q9C005	1
P02794	P02792	1
Q9H9J2	Q9NRX2	1
O95059	P78345	1
Q13112	P54198	1
P03915	O95139	1
Q9BSI4	O95271	1
P62913	P61313	1
Q8TAQ2	Q8NFD5	1
Q14137	Q9GZL7	1
Q13111	P49321	1
Q9BUE0	Q96HR3	1
Q14839	Q9NPJ6	1
P51159	Q4VX76	1
Q08999	P28749	1
O43674	O96000	1
P19404	P03891	1
P51808	Q9NP97	1
Q15393	Q96LT9	1
Q9UKB1	Q04206	1
P62899	P50914	1
Q15029	Q9Y5B6	1
Q9NYV4	Q9HCE1	1
P30050	P05386	1
Q99871	Q68CZ6	1
Q12906	P19338	1
P18124	P49207	1
O75817	Q99575	1
Q8IUR0	P0DI81	1
P19447	P50613	1
Q15542	Q6P1X5	1
O60341	O94776	1
P49736	P68431	1
Q6NSJ5	Q7L1W4	1
Q9H3P2	Q8IXH7	1
P49642	P28340	1
P52434	O15446	1
Q09028	Q5TKA1	1
P00395	P00403	1
P63167	Q8WW35	1
O00161	O75558	1
P49643	P28340	1
Q9P2Y5	Q99570	1
Q00978	P52630	1
Q9H9J2	Q9BQ48	1
P51610	Q9H7Z6	1
Q96HW7	Q8N201	1
P11142	Q9UNE7	1
Q9Y2L5	Q9Y296	1
O75489	O95139	1
Q96G25	Q96HR3	1
P30876	P52434	1
Q9NUX5	Q15554	1
P42695	Q9NTJ3	1
Q96FC9	Q9BVC3	1
Q9BVI0	Q9H7Z6	1
P24539	O75964	1
P62875	P52435	1
P24928	P36954	1
P25490	P46531	1
P14678	O75533	1
Q9UKZ1	Q9ULM6	1
Q8TBF4	P62318	1
P30281	Q00534	1
Q15696	P62318	1
Q13347	P60228	1
P05198	P41091	1
Q13163	Q13501	1
Q9UHA3	P61513	1
O60231	O94913	1
Q02878	P62888	1
O14686	O15550	1
Q15291	Q8NEZ4	1
O60508	O60231	1
O95999	Q9NYJ8	1
Q99459	P62306	1
P04637	Q93009	1
Q8TCC3	Q9HD33	1
P47756	Q2M389	1
P35250	P35251	1
Q16576	P29374	1
Q92769	P56545	1
Q9Y3U8	P62888	1
P24539	Q9UII2	1
Q9BTU6	P50570	1
P61313	P26373	1
Q9Y375	P56556	1
P36507	P62258	1
Q96I25	P83876	1
O00203	Q6QNY0	1
P22681	Q07889	1
Q15427	Q07955	1
A0JLT2	Q9H944	1
Q92766	Q9H9B1	1
O95793	P61254	1
Q9BTT4	Q71SY5	1
Q16514	O94776	1
O75448	Q15528	1
P62312	P62310	1
P59998	O15145	1
O00303	Q9Y262	1
Q9NUP1	Q9Y2T2	1
P68431	P54198	1
Q9NUL7	Q9NYY8	1
Q96H22	Q9H3R5	1
P62266	P27635	1
O75533	Q9ULR0	1
Q15427	Q8TBF4	1
P05556	P26006	1
Q8WYQ5	Q9NRR4	1
P28370	Q9BXF3	1
Q13501	P41743	1
O00221	P19838	1
P08579	P62316	1
O94927	Q7Z4H7	1
P56385	O75947	1
O96000	O14561	1
O75438	O14561	1
Q7Z3B3	Q96EZ8	1
O75143	Q8IYT8	1
Q08999	Q14186	1
Q9NSA3	P35222	1
Q16594	P51531	1
Q02878	Q07020	1
Q96EZ8	Q9H981	1
Q9UKL0	Q14839	1
P09669	Q15526	1
P14625	P11021	1
Q9Y265	Q9H2F5	1
Q14152	Q9UBQ5	1
Q9P086	Q6P2C8	1
Q96SB4	Q6P2Q9	1
P62875	O15514	1
P30049	P48047	1
Q96EK2	Q96BD5	1
Q9BWJ5	P62314	1
P61964	Q9UPS6	1
Q13573	P09012	1
Q9Y265	Q9H9F9	1
P00846	O75947	1
Q9BUE0	Q9Y2X0	1
P62714	P30153	1
P26373	P61353	1
Q9P0W2	O75362	1
Q96EV8	O00203	1
Q92766	Q9NP66	1
O75533	P62318	1
Q5VIR6	Q9UID3	1
P62906	P62913	1
Q92572	Q13367	1
P18124	P61513	1
Q9Y2T2	Q6QNY0	1
P50914	P61254	1
Q9UIV1	Q9ULM6	1
P62753	P46779	1
P49406	Q6P161	1
Q96DX5	Q93034	1
P46778	P50914	1
Q8WVT3	Q9Y2L5	1
Q9UL33	P0DI81	1
Q9Y6G3	Q8N5N7	1
Q16254	P20248	1
P62310	P08579	1
P54132	Q13472	1
O75817	P78345	1
P49406	Q7Z7F7	1
Q9UL33	Q8WVT3	1
Q16181	Q9UHD8	1
Q01658	Q92830	1
P50991	P50990	1
Q96DI7	Q15459	1
Q15653	Q9UJF2	1
Q9Y265	Q9NPF5	1
P48047	P36542	1
Q96T58	Q9HCS7	1
Q9UL33	O75865	1
P49005	Q15054	1
P23508	Q9GZS1	1
Q641Q2	Q2M389	1
Q9NWR8	Q8NE86	1
Q9UBU8	Q9H2F5	1
O95298	O14561	1
Q15696	Q16560	1
Q16531	Q13098	1
Q13363	O00257	1
P48553	O43617	1
Q6IPU0	Q13352	1
O43513	A0JLT2	1
O43676	O75438	1
Q9NPJ6	Q6P2C8	1
O60306	P49756	1
Q8N983	Q9BYC9	1
P62906	P46779	1
Q12904	P14868	1
O43290	P09234	1
Q6IEG0	Q96LT9	1
P46776	P47914	1
P03905	O75438	1
Q99459	Q00839	1
P62304	Q9BWJ5	1
Q96ES7	Q9H8E8	1
Q12904	P41252	1
O43513	Q9BTT4	1
O15239	O43676	1
P52434	P53803	1
Q9NUP9	Q5T2T1	1
P46783	P62424	1
Q13503	Q9NX70	1
Q6PGP7	Q15477	1
O00217	O75438	1
Q9NRR4	Q12905	1
P50914	Q9HCE1	1
O95139	P56556	1
Q9UKL0	Q92766	1
Q96H22	Q7L2Z9	1
Q06330	Q96T58	1
Q9Y6M9	O95178	1
O95059	O75818	1
P03915	O96000	1
Q96EZ8	O00268	1
Q14562	P61326	1
Q15022	O75530	1
Q9P2I0	Q92797	1
Q96DI7	P62318	1
Q9BUR4	Q9NX24	1
Q7L2Z9	Q71F23	1
P18847	P05412	1
P62249	P62913	1
Q05513	Q8IX03	1
O14617	Q6QNY1	1
Q16718	O43676	1
Q71SY5	Q9Y2X0	1
Q8N3U4	O94776	1
Q8NEB9	O75385	1
Q12906	Q12905	1
Q96EX3	P63172	1
Q9BQ48	Q13084	1
O95169	O14561	1
Q9H8T0	Q86VS8	1
Q69YN4	Q9BXP5	1
Q96FJ2	P63172	1
Q14152	O75822	1
Q13573	Q6P2Q9	1
P46779	P62888	1
Q6P4R8	Q9H981	1
Q96I99	P53597	1
P08648	P21980	1
O94927	Q9BT25	1
O43920	O75306	1
Q8TDR0	Q9P2H3	1
Q9NYV4	Q9UQ35	1
Q9NX14	O95139	1
P03905	O95168	1
Q9Y6W5	Q7L576	1
O75964	P00846	1
P62753	P26373	1
P16989	Q96EY7	1
Q8TAF3	O75317	1
O00203	Q5T1M5	1
Q99459	Q15029	1
P28482	P27361	1
Q9UKL0	O15379	1
Q13503	Q9NPJ6	1
O95983	O60264	1
Q9BTT4	Q96HR3	1
Q96N67	Q92974	1
Q9Y6K9	P19838	1
P16989	P16104	1
P56381	P36542	1
Q9BYD6	P49406	1
P19447	P51946	1
P35251	P11387	1
Q9Y230	Q53TQ3	1
Q8WXD5	Q9Y3F4	1
O75446	Q9Y618	1
P41252	P56192	1
Q5TA45	Q96PV6	1
Q9P2J5	O43324	1
Q9NVH2	Q6P9B9	1
P52435	P30876	1
Q969H6	P78345	1
P18077	P62424	1
P54136	Q13155	1
Q9UPY3	P61313	1
O60306	Q53GS9	1
Q15696	Q9UDW3	1
P42575	P78560	1
O95639	Q6UN15	1
O15372	Q14152	1
O75934	Q9UMS4	1
P05387	Q9UPY3	1
Q96N67	Q12768	1
P51610	Q96EZ8	1
P49736	P33991	1
Q8NBZ0	Q9ULG1	1
A0JLT2	Q15648	1
Q9UL33	Q86SZ2	1
P56381	P48047	1
P02751	P00739	1
O75446	Q9H0E3	1
O00203	Q13367	1
Q71F23	Q03188	1
Q04206	Q8NFZ5	1
P14678	O43447	1
Q15393	O43290	1
P24928	P30876	1
Q96ST3	Q5PSV4	1
P50914	P30050	1
Q9BUE0	O95402	1
Q75QN2	Q68E01	1
Q9NPD3	Q13868	1
Q9NWU2	Q96S59	1
Q13438	Q9UBV2	1
Q15046	Q13155	1
P24928	P53803	1
Q15528	Q96G25	1
P62910	P62913	1
O75380	O95168	1
Q13330	O94776	1
Q09028	Q52LA3	1
P61218	P24928	1
Q6P4R8	Q96EZ8	1
Q9ULR0	Q9BZJ0	1
Q12873	O60216	1
O75821	O15372	1
Q13435	P62314	1
Q13573	Q99459	1
Q14204	P11142	1
Q9NVP2	P49321	1
Q96JN0	P37275	1
O60231	Q8WVK2	1
P61244	Q05195	1
Q99627	P63208	1
O95707	P78345	1
Q07021	Q14566	1
P51948	P50613	1
Q9UNP9	O60306	1
Q8IUR0	Q86SZ2	1
Q9Y3U8	P50914	1
P49711	P52294	1
P62913	P62888	1
Q9H160	Q96ST3	1
O00221	P25963	1
Q9H981	Q9Y230	1
P09661	P62314	1
P05556	P13612	1
O95169	Q9Y6M9	1
Q9UBB5	O94776	1
P61218	P52434	1
Q9BQ87	O15379	1
P05388	P30050	1
Q09028	Q12873	1
Q9BVI0	P51610	1
Q8WVT3	P0DI81	1
O75821	Q14152	1
O14686	Q99496	1
P62979	P61513	1
Q8IXM2	Q9UBL3	1
Q641Q2	Q12768	1
Q9BSI4	Q15554	1
Q96EV8	Q13367	1
Q15528	Q9H944	1
Q13547	P29374	1
P61353	Q9HCE1	1
Q99613	O15371	1
Q99459	Q15459	1
Q8N3U4	Q9UQE7	1
Q8IUR0	Q9Y2L5	1
P62906	P61353	1
O15371	Q9UBQ5	1
Q96ES7	Q9NS73	1
Q9H3P2	Q8WX92	1
Q02750	P62258	1
P30050	P61353	1
Q13438	P11021	1
Q03111	Q9HC52	1
Q9UJC3	Q9P253	1
Q8NBZ0	Q9H9F9	1
P40227	P48643	1
Q9UBW7	Q96EK2	1
Q9BSL1	Q5XPI4	1
Q9Y5R8	Q8WVT3	1
Q96HW7	Q75QN2	1
P62906	P30050	1
P17542	P15923	1
Q15427	Q15696	1
P62851	P18124	1
Q15696	Q9BV90	1
Q13243	Q15427	1
Q9NX24	Q9NPE3	1
Q69YN4	Q15287	1
Q12904	Q13155	1
Q9Y385	Q96DZ1	1
Q8N3U4	Q9NRL2	1
Q8WTW3	Q96MW5	1
P06730	P60842	1
P62995	Q8IYB3	1
P84098	P26373	1
Q00610	Q5T1M5	1
Q15544	Q6P1X5	1
Q15696	O75533	1
P03891	O95169	1
O60341	P37275	1
P08238	O15111	1
P61513	P62913	1
P18124	Q9UPY3	1
P0DI81	Q86SZ2	1
O95169	O95168	1
Q8N0S6	Q71F23	1
Q99459	O43172	1
Q9Y4Y9	P62310	1
Q13435	Q8IYB3	1
Q49AN0	Q13616	1
Q8NBT2	Q9BZD4	1
Q6P9F7	Q6NSJ5	1
Q9BXP5	Q13242	1
Q9HD33	Q96A35	1
O75489	P56556	1
O43719	Q9P013	1
Q9H0E3	Q9H7L9	1
Q8TDW0	Q6NSJ5	1
Q9BSI4	Q9NUX5	1
P62910	Q9UPY3	1
P62753	P67809	1
Q96LT9	Q15427	1
Q9NQ50	Q96DV4	1
Q9UKB1	Q00653	1
Q9UBL3	O14686	1
P18124	P61353	1
O15379	Q9NPJ6	1
P63167	Q9NP97	1
Q9UNP9	P62314	1
Q9NPJ6	Q96HR3	1
P01137	P26012	1
P18124	P61313	1
O95298	O75380	1
Q9Y3C6	Q9HCS7	1
Q96SD1	P78527	1
Q9Y3U8	P62424	1
P18615	Q8IXH7	1
P01009	P08311	1
Q9P086	O60244	1
Q9UKZ1	Q92600	1
O15514	P24928	1
P61513	P62910	1
O15315	O43502	1
P60228	O75822	1
P46777	P62269	1
P35250	Q8WVB6	1
P62805	Q09028	1
Q09028	P29374	1
Q13367	P53677	1
Q9NPJ6	Q96RN5	1
Q15046	P41252	1
Q96SB4	Q08211	1
Q9Y4Y9	Q9UK45	1
Q13347	O00303	1
Q9NX14	O14561	1
O75934	Q99459	1
Q16576	Q15022	1
P84243	P54198	1
Q09028	Q6MZP7	1
P29374	Q96ST3	1
Q8NEB9	Q9P2Y5	1
O43395	Q12874	1
P49711	P11388	1
Q16795	O95139	1
Q9P086	Q9Y3C7	1
P39019	P62424	1
Q14683	Q8WVM7	1
P18077	P62906	1
O00750	O00443	1
Q00653	O00221	1
Q02878	P46781	1
P03905	O95169	1
Q9UBB5	O60216	1
Q16576	O75446	1
Q9Y4W2	P21675	1
Q00653	Q9UJF2	1
Q96G25	O95402	1
Q96JN0	O60341	1
Q9NVC6	P49336	1
Q969H6	O75818	1
P49711	P0C0S5	1
Q13309	Q13098	1
Q15544	Q12962	1
Q04206	O00221	1
Q15544	Q16594	1
Q9UL33	Q9Y296	1
Q9BUQ8	Q6P2Q9	1
P46781	P61313	1
O95298	O95178	1
P06493	P14635	1
Q13523	P61326	1
Q16533	O75971	1
Q13330	P50613	1
Q75QN2	Q9NV88	1
O15392	Q53HL2	1
Q68CZ6	Q9NVX0	1
P62306	Q15427	1
P05387	P05386	1
O15145	P61158	1
O95071	P07437	1
P62280	P61353	1
P07437	P11021	1
P04843	Q9H0U3	1
Q92797	P33240	1
Q9NP66	O75362	1
O75533	Q13435	1
Q92572	Q6QNY1	1
P18077	P46779	1
Q6PI98	Q9ULG1	1
P55884	O75822	1
Q9UL33	Q8IUR0	1
Q13098	Q9NZJ0	1
O60216	Q8WVM7	1
P16104	P09874	1
O75306	O14561	1
Q9NX14	O96000	1
P56385	P36542	1
P05496	P25705	1
Q07955	Q14498	1
A5YKK6	Q92600	1
Q9UL15	P34932	1
P50914	P62888	1
Q9NW64	Q8IYB3	1
Q99613	O75821	1
O75380	O95139	1
P05387	P49207	1
Q96ST3	O75376	1
P18124	Q02543	1
P62979	P62750	1
P62318	O14744	1
P36578	P61254	1
O60264	Q9UIF9	1
Q9NR30	O60264	1
Q9BQ48	Q9BYD3	1
P61964	Q8IYH5	1
P61218	P36954	1
P62304	Q15459	1
P48643	P17987	1
P68431	P49321	1
O75934	O75643	1
Q8N5N7	Q9NRX2	1
Q12929	Q8IZP0	1
P51970	O95167	1
Q9UII2	P00846	1
O75964	P03928	1
P18077	P26373	1
Q15528	Q9Y2X0	1
Q99459	O75533	1
Q16560	Q9Y3B4	1
Q9P0S2	Q15526	1
Q9P2H3	Q8IY31	1
O43292	Q9H490	1
P06576	O75947	1
Q9P2I0	Q6UN15	1
Q6P9B9	Q9NV88	1
P29374	Q9H7L9	1
Q9BZJ0	Q05519	1
Q96GY3	Q09028	1
Q7L2Z9	Q9BU64	1
Q9Y3Y2	O14744	1
O95168	O96000	1
O75376	Q9BZK7	1
P78371	P49368	1
Q15528	O75586	1
Q9H4B6	Q13188	1
Q9Y265	Q9NXF1	1
Q04725	Q04724	1
O95926	Q96I25	1
Q9HD33	P49406	1
P47897	P56192	1
Q13547	Q15291	1
Q13620	Q13098	1
P18077	P49207	1
Q8WUW1	Q9Y6W5	1
Q9UBQ0	Q96QK1	1
P57740	P52948	1
Q13573	Q9Y3B4	1
Q01658	O75478	1
Q8N8D1	Q13435	1
Q15528	Q9NVC6	1
P62910	P49207	1
Q07157	O60231	1
Q9NRX2	Q7Z7F7	1
Q15427	Q9Y3B4	1
O75362	O60341	1
Q96HW7	Q68E01	1
Q9H160	Q16576	1
Q01201	P19838	1
P08311	P01011	1
Q9Y5S9	O15234	1
O15379	Q9Y618	1
P51948	P51946	1
Q96EL3	Q86TS9	1
O15116	Q9Y4Z0	1
Q9Y4W2	Q9NXF1	1
P17568	O95169	1
Q9Y265	Q9Y4A5	1
Q9UK41	A5D8V6	1
P62993	Q07889	1
Q8NEB9	Q99570	1
P03891	P17568	1
P78527	P11142	1
Q92841	P31943	1
O15042	P08621	1
Q8WWY3	Q9Y265	1
Q9UHV7	Q96HR3	1
Q9UPY3	P62913	1
P49368	P50991	1
Q92974	Q12768	1
P62753	P61353	1
Q8N3U4	Q14683	1
P48047	P00846	1
Q9BTC8	O94776	1
Q03164	O75446	1
O75533	Q07955	1
Q8IUR0	P48553	1
O43513	Q15528	1
Q69YN4	P11940	1
P62310	Q9Y5B6	1
P84103	Q15287	1
Q15544	P21675	1
P18124	Q9HCE1	1
P18124	P62263	1
Q04864	O14920	1
Q9NVC6	Q71F56	1
Q9BQ48	Q9NRX2	1
Q8TEX9	P54198	1
Q9BUE0	Q6P2C8	1
Q9ULK4	Q96G25	1
Q8N3U4	O60264	1
P62750	P62266	1
Q03164	Q12873	1
Q8WYQ5	Q96SB4	1
Q9UDW3	P62304	1
P61313	P61353	1
O15514	P30876	1
O75934	O60306	1
Q08945	P11388	1
P22087	P62917	1
Q9Y296	O75865	1
Q96EK2	O60341	1
Q9GZS3	Q15477	1
Q96EZ8	Q9H9F9	1
P19387	P36954	1
Q8WVK2	P62314	1
P78347	Q04206	1
P03905	Q9Y6M9	1
O75533	O60231	1
Q71F56	O60244	1
Q15427	Q8IYB3	1
P61964	O14686	1
Q92793	Q7KZ85	1
Q13616	Q13309	1
Q13616	Q13098	1
P06756	P01137	1
Q9H981	O96019	1
P17568	O14561	1
O75934	Q9UNP9	1
P62906	P62424	1
Q6ZW49	O60934	1
O00425	Q13573	1
Q8WVT3	Q96Q05	1
Q14562	Q9HCE1	1
P62304	Q6P2Q9	1
Q9UKL0	Q96JN0	1
P62877	Q13617	1
P05387	P30050	1
Q9H490	Q96S52	1
O95298	Q9NX14	1
Q96H22	Q96BT3	1
Q8WUW1	Q9Y2A7	1
Q96Q05	P48553	1
P00395	Q7KZN9	1
Q9NR30	Q9UIG0	1
Q9BTC8	O95983	1
O75717	Q9BVC3	1
Q96EX3	P51808	1
Q9Y385	Q86TM6	1
P17568	P03886	1
A0JLT2	Q9ULK4	1
P62913	P61353	1
P02545	P20700	1
O43290	P62314	1
P00403	Q15526	1
Q8TBF4	P62314	1
P62318	Q6IEG0	1
Q9BTT4	Q9NX70	1
P56192	O43324	1
P47897	Q13155	1
P18124	P18621	1
Q8IZL8	Q99496	1
P61964	O75528	1
Q9UL45	Q6QNY0	1
Q92766	Q96KQ7	1
O75448	Q9NX70	1
O75865	Q7Z392	1
P24539	P06576	1
P25705	P48047	1
Q96LI5	Q9ULM6	1
P37275	Q9P2K3	1
P05387	P84098	1
P05556	P17301	1
P62877	Q13619	1
Q13367	Q6QNY0	1
O15042	O95232	1
Q15393	Q9BV90	1
Q15427	P67809	1
P68431	P33991	1
Q9BUE0	Q9H944	1
P25963	O15111	1
P14678	Q15428	1
Q04206	P19838	1
Q6P9B9	Q5TA45	1
Q9Y3U8	P62910	1
P84098	P05386	1
Q8WUH2	Q9P253	1
O95602	Q13576	1
O15355	P49756	1
P27986	P42336	1
Q9Y5B6	P49756	1
Q9Y4A5	O96019	1
P62877	Q92990	1
Q8WVS4	P63172	1
P26368	Q15637	1
Q96G25	Q9Y3C7	1
P19338	O43390	1
Q9BUE0	Q9Y3C7	1
P38919	Q09161	1
Q8IYU8	Q9BPX6	1
Q92993	Q9NPF5	1
Q8WVS4	Q96EX3	1
P36578	P62266	1
P51531	O94776	1
P50914	P61353	1
P56385	P00846	1
P49207	P05386	1
Q99459	Q96DF8	1
P18859	P06576	1
Q86VS8	Q8N612	1
Q9UDW3	O75533	1
Q8WUH2	Q9H269	1
P03905	O95178	1
P09661	P62318	1
P15880	Q07020	1
P30154	P67775	1
P39023	P61254	1
P49005	Q9HCU8	1
Q9H9A5	Q9UKZ1	1
Q9H944	Q96RN5	1
Q9Y232	O60341	1
Q9NX24	O60832	1
P47897	P41252	1
P03915	O95178	1
Q9GZS1	O95602	1
Q9HCU9	Q09028	1
Q02543	P47914	1
P50991	P48643	1
P28749	P24864	1
O43676	O95169	1
Q96L91	Q9Y265	1
P25054	P78352	1
O75436	Q96QK1	1
P28340	Q9HCU8	1
Q6P2Q9	P62314	1
Q15459	Q12874	1
Q13618	Q53G59	1
P18124	P50914	1
Q5SXM2	Q13487	1
Q6P9B9	Q96CB8	1
Q9Y5R8	Q96Q05	1
P20248	P28749	1
Q9H9B1	O60315	1
O14593	P48382	1
Q15910	Q15022	1
Q9Y6M9	O75438	1
P52907	Q641Q2	1
P56381	P25705	1
Q15528	Q71F56	1
O75533	P62306	1
P26373	P61254	1
O43181	O95178	1
O14593	O00287	1
Q96JN0	P56545	1
Q15648	Q9P086	1
Q96EV8	Q9NUP1	1
P47897	O43324	1
Q9NPJ6	P49336	1
O95139	O75438	1
Q9UL03	Q6P9B9	1
Q09028	O94776	1
P61313	P62888	1
P49406	Q9NQ50	1
Q15029	Q9ULR0	1
Q9BUE0	Q9ULK4	1
P03897	Q9NX14	1
Q6P9B9	Q9H0H0	1
P36578	P62917	1
Q92766	Q9UBW7	1
Q9Y294	Q8TEX9	1
O60832	Q9BUR4	1
Q9Y5B6	P41223	1
Q9NYK5	Q9BYC9	1
P12004	P14635	1
O60907	Q9BZK7	1
Q96SB4	P11388	1
Q9ULR0	Q14498	1
Q9H270	Q96JC1	1
O75822	Q9UBQ5	1
O15372	O75822	1
Q13547	Q96EK2	1
Q15544	O00268	1
Q13905	P46109	1
Q9UHV7	Q71F56	1
P62424	P62913	1
Q9UJF2	O14920	1
P84098	Q02543	1
Q9NVA2	Q9UHD8	1
P68431	Q8IWY9	1
Q13573	O75533	1
Q92618	O75362	1
Q04864	P62875	1
P62306	Q12874	1
Q7L2Z9	Q13352	1
Q96HR3	Q71SY5	1
Q8WW35	Q96EX3	1
Q9NV31	O00566	1
P55769	O43447	1
P05387	P62913	1
P35222	P12830	1
Q13347	Q9Y262	1
Q13367	P59780	1
P51531	Q92922	1
O95602	Q9UKB1	1
P50990	P17987	1
Q9H4L4	Q9Y265	1
Q96HW7	Q6P9B9	1
Q9Y230	P60709	1
P26373	P62424	1
O43676	O43674	1
Q15046	Q9P2J5	1
Q08211	P19338	1
P48047	O75947	1
Q15831	Q7RTN6	1
Q6WCQ1	O14974	1
P14678	O14744	1
Q9P013	P62318	1
P32969	P46776	1
Q99832	P50990	1
Q9Y3Y2	Q9BQA1	1
O75380	P56556	1
P05496	O75964	1
Q9BQG0	Q9UIG0	1
Q9H0H0	Q68E01	1
P62714	P63151	1
A0JLT2	O60244	1
Q9H2F5	O96019	1
Q6PI98	Q9Y230	1
Q9BYC8	Q9BYD6	1
Q96KQ7	Q9UKL0	1
Q96SB4	Q9UKM9	1
P02747	P02746	1
Q8TDH9	O95295	1
Q13573	Q9UKV3	1
P46777	P62906	1
O43674	O95178	1
P0DI81	Q7Z392	1
Q96L91	O96019	1
P17568	O96000	1
P50914	P62913	1
Q15573	P20226	1
Q9Y265	O94763	1
Q9NVP2	Q09028	1
Q9Y3B4	Q96DF8	1
Q92759	P49959	1
Q13112	Q8TEX9	1
Q9UDW3	Q9BWJ5	1
P62910	P62906	1
Q9UNP9	Q9ULR0	1
O14929	P84243	1
Q9NX14	O43674	1
P05387	P36578	1
Q9BYC8	Q7Z2W9	1
P68431	P62805	1
Q9NVP2	O14929	1
O75175	Q9NZN8	1
Q96G25	O75586	1
P61513	P49207	1
Q13155	P14868	1
P08708	P61927	1
Q12874	O43290	1
Q9Y3B4	P62316	1
P00414	Q15526	1
Q13503	Q93074	1
P53677	P59780	1
Q9BZE1	Q9HD33	1
Q9Y3B4	P62318	1
Q68CZ6	Q9BT25	1
P40937	P35249	1
P62487	P19388	1
P29374	Q9HCU9	1
Q6P2Q9	Q15427	1
Q16665	P40337	1
P06748	Q7L2E3	1
P13073	P00395	1
P84098	P61353	1
P62875	P19388	1
Q6P1L8	P52815	1
P52434	P19388	1
P39023	P62906	1
P11021	Q86TM6	1
Q6P9B9	Q75QN2	1
Q96Q05	Q9Y296	1
O00541	Q14137	1
Q9BYC9	P49406	1
P68431	O14929	1
Q8WWY3	Q6P2Q9	1
Q12962	P49848	1
P49207	P62917	1
P42704	P63208	1
P47897	P14868	1
Q6IEG0	Q13435	1
Q9Y232	Q13547	1
Q9Y2T2	O00203	1
Q16594	Q9H7Z6	1
O75394	Q9P0M9	1
O75886	O14964	1
Q8TBF4	O75533	1
Q9H4L4	Q9H7Z6	1
Q5TKA1	Q6MZP7	1
Q9Y4E1	Q2M389	1
Q9Y2T2	Q13367	1
P09234	Q07955	1
P62068	Q8TAF3	1
P54132	P04637	1
P26641	P68104	1
Q8TCC3	Q9NX20	1
Q6PI98	Q9Y265	1
O15379	Q96ST3	1
Q9BQ87	Q9BZK7	1
Q02543	P61927	1
O15371	O75822	1
Q9H944	Q6P2C8	1
Q9BTT4	O75586	1
Q96BT3	Q13352	1
P67809	Q9BWJ5	1
Q13573	O75643	1
Q9NS73	O75478	1
P35268	P46776	1
Q8NCE0	Q92989	1
Q9UHA3	P61353	1
Q99459	P09012	1
Q9Y265	Q96EZ8	1
Q9NX70	Q6P2C8	1
Q02543	P46779	1
P38159	Q07955	1
Q92572	O95295	1
Q8IUR0	O75865	1
Q71F23	Q13352	1
Q9H9A7	Q13472	1
Q02539	Q07021	1
P05496	P48047	1
Q15287	P62316	1
P62081	P22090	1
Q9Y5R8	P0DI81	1
Q13155	Q9P2J5	1
Q9BTT4	Q9UHV7	1
P62851	P18077	1
Q00978	P42224	1
Q09161	Q9P013	1
A0JLT2	Q71F56	1
O95169	O95139	1
P47897	P54136	1
Q9Y5B6	Q8WVK2	1
Q9BU64	Q71F23	1
Q96ES7	Q92830	1
Q9Y294	P54198	1
Q9H0E3	Q9HCU9	1
Q03164	Q99496	1
O75362	P56545	1
Q13123	P62318	1
Q13547	Q96BD5	1
Q01201	P78347	1
O00203	O14617	1
P30876	Q9BWH6	1
Q03164	Q13547	1
O43674	O14561	1
Q9GZS1	Q04206	1
Q8TDW0	Q8IWT6	1
P35579	Q12965	1
Q9BQG0	O75533	1
P26373	Q9UPY3	1
P05387	P83731	1
Q15029	P08621	1
O43924	Q92834	1
Q9UL03	Q9NV88	1
O00203	Q6QNY1	1
P62906	P62888	1
A0JLT2	Q6P2C8	1
P62487	P30876	1
P62875	Q9GZS1	1
Q92922	O95983	1
O94906	Q9Y5B6	1
P15880	P05388	1
Q16514	O60264	1
O75817	O75818	1
Q8TDH9	Q6QNY1	1
P09661	Q15287	1
Q9Y5B6	Q14562	1
Q9P2K3	O60315	1
Q96CS2	Q68CZ6	1
Q15019	Q16181	1
Q13084	Q9H2W6	1
Q9NX70	O60244	1
P18859	P03928	1
Q86VS8	Q9UJC3	1
Q9P2J5	P41252	1
P61964	Q9NS73	1
